,Papers,publications,pids
"ABBEEL, PIETER","['Learning factor graphs in polynomial time and sample complexity', 'Max-margin classification of data with absent features', 'Optimization-Based Artifact Correction for Electron Microscopy Image Stacks', 'Learning Neural Network Policies with Guided Policy Search under Unknown Dynamics', 'Tractability of Planning with Loops', 'Trust Region Policy Optimization', 'Alpha-Beta Divergences Discover Micro and Macro Structures in Data', 'Gradient Estimation Using Stochastic Computation Graphs', 'High-Dimensional Continuous Control Using Generalized Advantage Estimation.', 'Benchmarking Deep Reinforcement Learning for Continuous Control', 'Guided Cost Learning: Deep Inverse Optimal Control via Policy Optimization', 'Reinforcement Learning with Deep Energy-Based Policies', 'Value Iteration Networks', 'Constrained Policy Optimization', 'Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks', 'Prediction and Control with Temporal Segment Models', 'The Off-Switch Game', 'One-Shot Imitation Learning', 'Hindsight Experience Replay', '#Exploration: A Study of Count-Based Exploration for Deep Reinforcement Learning', 'Inverse Reward Design', 'Multi-Agent Actor-Critic for Mixed Cooperative-Competitive Environments', 'Emergence of Grounded Compositional Language in Multi-Agent Populations', 'PixelSNAIL: An Improved Autoregressive Generative Model', 'Universal Planning Networks', 'Latent Space Policies for Hierarchical Reinforcement Learning', 'Self-Consistent Trajectory Autoencoder: Hierarchical Reinforcement Learning with Trajectory Embeddings', 'Automatic Goal Generation for Reinforcement Learning Agents', 'Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor', 'Evolved Policy Gradients', 'Learning Plannable Representations with Causal InfoGAN', 'Meta-Reinforcement Learning of Structured Exploration Strategies', 'Some Considerations on Learning to Explore via Meta-Reinforcement Learning', 'SOLAR: Deep Structured Representations for Model-Based Reinforcement Learning', 'Flow plus plus : Improving Flow-Based Generative Models with Variational Dequantization and Architecture Design', 'On the Feasibility of Learning, Rather than Assuming, Human Biases for Reward Inference', 'Bit-Swap: Recursive Bits-Back Coding for Lossless Compression with Hierarchical Latent Variables', 'Population Based Augmentation: Efficient Learning of Augmentation Policy Schedules', 'Plan Arithmetic: Compositional Plan Vectors for Multi-Task Control', 'Addressing Sample Complexity in Visual Tasks Using HER and Hallucinatory GANs', 'Compression with Flows via Local Bits-Back Coding', 'Evaluating Protein Transfer Learning with TAPE', 'Geometry-Aware Neural Rendering', 'Goal-conditioned Imitation Learning', 'On the Utility of Learning about Humans for Human-AI Coordination', 'MCP: Learning Composable Hierarchical Control with Multiplicative Compositional Policies', 'Guided Meta-Policy Search', 'CURL: Contrastive Unsupervised Representations for Reinforcement Learning', 'Hierarchically Decoupled Imitation for Morphological Transfer', 'Unsupervised Learning of Visual 3D Keypoints for Control', 'State Entropy Maximization with Random Encoders for Efficient Exploration', 'SUNRISE: A Simple Unified Framework for Ensemble Learning in Deep Reinforcement Learning', 'APS: Active Pretraining with Successor Features', 'PEBBLE: Feedback-Efficient Interactive Reinforcement Learning via Relabeling Experience and Unsupervised Pre-training', 'Decoupling Representation Learning from Reinforcement Learning', 'MSA Transformer', 'Putting NeRF on a Diet: Semantically Consistent Few-Shot View Synthesis', 'Contrastive Code Representation Learning']",58,
"ABRAHAM, AJITH","['Meta learning evolutionary artificial neural networks', 'Neuro-fuzzy modelling in support of knowledge management in social regulation of access to cigarettes by minors', 'An ensemble of neural networks for weather forecasting', 'Decision support systems using hybrid neurocomputing', 'Feature selection and classification using flexible neural tree', 'Flexible neural trees ensemble for stock index modeling', 'Ensemble of hybrid neural network learning approaches for designing pharmaceutical drugs', 'Automatic design of hierarchical Takagi-Sugeno type fuzzy systems using evolutionary algorithms', 'Chaotic dynamic characteristics in swarm intelligence', 'Hybrid multi-agent framework for detection of stealthy probes', 'Weather analysis using ensemble of connectionist learning paradigms', 'Multicriteria programming in medical diagnosis and treatments', 'Design of fractional-order (PID mu)-D-lambda controllers with an improved differential evolution', 'Online hybrid traffic classifier for Peer-to-Peer systems based on network processors', 'SHOMAS: Intelligent guidance and suggestions in shopping centres', 'MOVIH-IDS: A mobile-visualization hybrid intrusion detection system', 'Artificial bee colony algorithm for small signal model parameter extraction of MESFET', 'Exploratory Power of the Harmony Search Algorithm: Analysis and Improvements for Global Numerical Optimization', 'Fuzzy C-means and fuzzy swarm for fuzzy clustering problem', 'A new weighted rough set framework based classification for Egyptian NeoNatal Jaundice', 'Hierarchical multi-dimensional differential evolution for the design of beta basis function neural network', 'Analysis of strategy in robot soccer game', 'A hybrid learning algorithm for evolving Flexible Beta Basis Function Neural Tree Model', 'Adaptive dynamic surface control with Nussbaum gain for course-keeping of ships', 'Design of intelligent PID/(PID mu)-D-lambda speed controller for chopper fed DC motor drive using opposition based artificial bee colony algorithm', 'A human-computer cooperative particle swarm optimization based immune algorithm for layout design', 'Cooperative game theoretic approach using fuzzy Q-learning for detecting and preventing intrusions in wireless sensor networks', 'An adaptive PID neural network for complex nonlinear system control', 'A novel approach for comparing web sites by using MicroGenres', 'A comparative study of the improvement of performance using a PSO modified by ACO applied to TSP', 'Group-enhanced ranking', 'Hybrid evolutionary algorithms for classification data mining', 'A tractable multiple agents protocol and algorithm for resource allocation under price rigidities', 'Nonlinear multiscale Maximal Lyapunov Exponent for accurate myoelectric signal classification', 'A self adaptive harmony search based functional link higher order ANN for non-linear data classification', 'Evolving flexible beta basis function neural tree using extended genetic programming & Hybrid Artificial Bee Colony', 'Multi-agent architecture for Multi-objective optimization of Flexible Neural Tree', 'Granular transfer learning using type-2 fuzzy HMM for text sequence recognition', 'An evolutionary gray gradient algorithm for multilevel thresholding of brain MR images using soft computing techniques', 'Ensemble of heterogeneous flexible neural trees using multiobjective genetic programming', 'Metaheuristic design of feedforward neural networks: A review of two decades of research', 'An evolutionary single Gabor kernel based filter approach to face recognition', 'Hybrid chemical reaction based metaheuristic with fuzzy c-means algorithm for optimal cluster analysis', 'Optimal breast cancer classification using Gauss-Newton representation based algorithm', 'Ideology algorithm: a socio-inspired optimization methodology', 'Rough set-BPSO model for predicting vitamin D deficiency in apparently healthy Kuwaiti women based on hair mineral analysis', 'Accelerating nearest neighbor partitioning neural network classifier based on CUDA', 'Design of optimal high pass and band stop FIR filters using adaptive Cuckoo search algorithm', 'Multiobjective Programming for Type-2 Hierarchical Fuzzy Inference Trees', 'Predictive modeling of die filling of the pharmaceutical granules using the flexible neural tree', 'Evolutionary static and dynamic clustering algorithms based on multi-verse optimizer', 'Neural network and fuzzy system for the tuning of Gravitational Search Algorithm parameters', 'Orthogonal Taguchi-based cat algorithm for solving task scheduling problem in cloud computing', 'Elitist teaching-learning-based optimization (ETLBO) with higher-order Jordan Pi-sigma neural network: a comparative performance analysis', 'Nested cross-validation based adaptive sparse representation algorithm and its application to pathological brain classification', 'Industry 4.0: A bibliometric analysis and detailed overview', 'Segmentation of weather radar image based on hazard severity using RDE: reconstructed mutation strategy for differential evolution algorithm', 'Knowledge building through optimized classification rule set generation using genetic based elitist multi objective approach', 'Improving the effectiveness of keyword search in databases using query logs', 'Adaptive memetic method of multi-objective genetic evolutionary algorithm for backpropagation neural network', 'Heuristic design of fuzzy inference systems: A review of three decades of research', 'Engineering applications of artificial intelligence: A bibliometric analysis of 30 years (1988-2018)', 'A novel quantum inspired algorithm for sparse fuzzy cognitive maps learning', 'Estimating cement compressive strength using three-dimensional microstructure images and deep belief network', 'Text-line extraction from handwritten document images using GAN', 'Adversarial neural networks for playing hide-and-search board game Scotland Yard', 'Differential Evolution: A review of more than two decades of research', 'Emotional, affective and biometrical states analytics of a built environment', 'A CLSTM-TMN for marketing intention detection', ""Detecting tumours by segmenting MRI images using transformed differential evolution algorithm with Kapur's thresholding"", 'A bibliometric analysis and cutting-edge overview on fuzzy techniques in Big Data', 'A wrapper-filter feature selection technique based on ant colony optimization', 'Cloud customers service selection scheme based on improved conventional cat swarm optimization', 'A novel interdependence based multilevel thresholding technique using adaptive equilibrium optimizer', 'Modified Social Group Optimization-a meta-heuristic algorithm to solve short-term hydrothermal scheduling', 'An adaptive Harris hawks optimization technique for two dimensional grey gradient based multilevel image thresholding', 'Fuzzy mutation embedded hybrids of gravitational search and Particle Swarm Optimization methods for engineering design problems', 'Deep learning in electrical utility industry: A comprehensive review of a decade of research', 'Rough computing - A review of abstraction, hybridization and extent of applications', 'A systematic mapping study on solving university timetabling problems using meta-heuristic algorithms', 'Digital watermarking with improved SMS applied for QR code', 'Diurnal emotions, valence and the coronavirus lockdown analysis in public spaces', 'Attention-based learning of self-media data for marketing intention detection', 'An integrated sustainable medical supply chain network during COVID-19', 'A novel evolutionary row class entropy based optimal multi-level thresholding technique for brain MR images', 'Improved coral reefs optimization with adaptive beta-hill climbing for feature selection', 'Maximum 3D Tsallis entropy based multilevel thresholding of brain MR image using attacking Manta Ray foraging optimization', 'Industry 4.0: Latent Dirichlet Allocation and clustering based theme identification of bibliography', 'Crowd counting based on attention-guided multi-scale fusion networks', 'A multi-objective particle swarm for constraint and unconstrained problems', 'Fusion of intelligent learning for COVID-19: A state-of-the-art review and analysis on real medical data', 'A hybrid artificial bee colony with whale optimization algorithm for improved breast cancer diagnosis', 'An entropy minimization based multilevel colour thresholding technique for analysis of breast thermograms using equilibrium slime mould algorithm', 'Customer classification: A Mamdani fuzzy inference system standpoint for modifying the failure mode and effect analysis based three dimensional approach', 'Fractional-order comprehensive learning marine predators algorithm for global optimization and feature selection', 'Dominant color component and adaptive whale optimization algorithm for multilevel thresholding of color images', 'Differential exponential entropy-based multilevel threshold selection methodology for colour satellite images using equilibrium-cuckoo search optimizer', 'A systematic literature review on software defect prediction using artificial intelligence: Datasets, Data Validation Methods, Approaches, and Tools', 'Taylor-based optimized recursive extended exponential smoothed neural networks forecasting method', 'Dynamic scheduling of heterogeneous resources across mobile edge-cloud continuum using fruit fly-based simulated annealing optimization scheme', 'DC-CNN: Dual-channel Convolutional Neural Networks with attention-pooling for fake news detection', 'Gated graph convolutional network based on spatio-temporal semi-variogram for link prediction in dynamic complex network', 'A new humanitarian relief logistic network for multi-objective optimization under stochastic programming', 'Segmentation on remote sensing imagery for atmospheric air pollution using divergent differential evolution algorithm', 'Resource scheduling methods for cloud computing environment: The role of meta-heuristics and artificial intelligence', 'Long text feature extraction network with data augmentation']",106,
"ACHARYA, U. RAJENDRA","['Use of principal component analysis for automatic classification of epileptic EEG activities in wavelet framework', 'Data mining technique for automated diagnosis of glaucoma using higher order spectra and wavelet energy features', 'Application of principal component analysis to ECG signals for automated diagnosis of cardiac health', 'Automated diagnosis of Coronary Artery Disease affected patients using LDA, PCA, ICA and Discrete Wavelet Transform', 'Evolutionary algorithm based classifier parameter tuning for automatic diabetic retinopathy grading: A hybrid feature extraction approach', 'Characterization of ECG beats from cardiac arrhythmia using discrete cosine transform in PCA framework', 'Automated EEG analysis of epilepsy: A review', 'Automated detection of atrial fibrillation using Bayesian paradigm', 'Ultrasound-based tissue characterization and classification of fatty liver disease: A screening and diagnostic paradigm', 'Application of empirical mode decomposition for analysis of normal and diabetic RR-interval signals', 'Computer-aided diagnosis of diabetic subjects by heart rate variability signals using discrete wavelet transform method', 'Automated diagnosis of coronary artery disease using tunable-Q wavelet transform applied on heart rate signals', 'An integrated index for detection of Sudden Cardiac Death using Discrete Wavelet Transform and nonlinear features', 'Application of entropies for automated diagnosis of epilepsy using EEG signals: A review', 'Automated detection of age-related macular degeneration using empirical mode decomposition', 'Automated detection and localization of myocardial infarction using electrocardiogram: a comparative study of different leads', 'Sudden cardiac death (SCD) prediction based on nonlinear heart rate variability features and SCD index', 'Application of Gabor wavelet and Locality Sensitive Discriminant Analysis for automated identification of breast cancer using digitized mammogram images', 'Thyroid lesion classification in 242 patient population using Gabor transform features from high resolution ultrasound images', 'An efficient automated technique for CAD diagnosis using flexible analytic wavelet transform and entropy features extracted from HRV signals', 'An integrated alcoholic index using tunable-Q wavelet transform based features extracted from EEG signals for diagnosis of alcoholism', 'An automatic detection of focal EEG signals using new class of time-frequency localized orthogonal wavelet filter banks', 'Automated characterization of coronary artery disease, myocardial infarction, and congestive heart failure using contourlet and shearlet transforms of electrocardiogram signal', 'Automated detection of coronary artery disease using different durations of ECG segments with convolutional neural network', 'Automated screening of congestive heart failure using variational mode decomposition and texture features extracted from ultrasound images', 'Application of empirical mode decomposition (EMD) for automated identification of congestive heart failure using heart rate signals', 'A novel approach for automated detection of focal EEG signals using empirical wavelet transform', 'Automated detection of retinal health using PHOG and SURF features extracted from fundus images', 'A novel three-band orthogonal wavelet filter bank method for an automated identification of alcoholic EEG signals', ""A novel Parkinson's Disease Diagnosis Index using higher-order spectra features in EEG signals"", 'MMSFL-OWFB: A novel class of orthogonal wavelet filters for epileptic seizure detection', 'Deep convolutional neural network for the automated diagnosis of congestive heart failure using ECG signals', 'An efficient traffic sign recognition based on graph embedding features', 'Application of new deep genetic cascade ensemble of SVM classifiers to predict the Australian credit scoring', 'Automated arrhythmia detection using novel hexadecimal local pattern and multilevel wavelet transform with ECG signals', 'A novel method for sentiment classification of drug reviews using fusion of deep and machine learning techniques', ""A deep learning approach for Parkinson's disease diagnosis from EEG signals"", 'Automated detection of chronic kidney disease using higher-order features and elongated quinary patterns from B-mode ultrasound images', 'Novel deep genetic ensemble of classifiers for arrhythmia detection using ECG signals', 'Detection of shockable ventricular arrhythmia using optimal orthogonal wavelet filters', 'A deep convolutional neural network model for automated identification of abnormal EEG signals', 'Accurate detection of sleep apnea with long short-term memory network based on RR interval signals', 'Automated accurate speech emotion recognition system using twine shuffle pattern and iterative neighborhood component analysis techniques', 'Automated identification of insomnia using optimal bi-orthogonal wavelet transform technique with single-channel EEG signals', 'Automated major depressive disorder detection using melamine pattern with EEG signals', 'Automated EEG signal classification using chaotic local binary pattern', 'A novel approach based on genetic algorithm to speed up the discovery of classification rules on GPUs', 'Automated classification of five arrhythmias and normal sinus rhythm based on RR interval signals', 'Exploring deep features and ECG attributes to detect cardiac rhythm classes', 'Automated classification of remote sensing images using multileveled MobileNetV2 and DWT techniques', 'Automated Sleep apnea detection using optimal duration-frequency concentrated wavelet-based features of pulse oximetry signals', 'Automated detection of cyclic alternating pattern and classification of sleep stages using deep neural network', 'Development of accurate automated language identification model using polymer pattern and tent maximum absolute pooling techniques', 'An empirical study of preprocessing techniques with convolutional neural networks for accurate detection of chronic ocular diseases using fundus images', 'DesPatNet25: Data encryption standard cipher model for accurate automated construction site monitoring with sound signals', 'RESCOVIDTCNnet: A residual neural network-based framework for COVID-19 detection using TCN and EWT with chest X-ray images', 'Novel favipiravir pattern-based learning model for automated detection of specific language impairment disorder using vowels', 'SGC-ARANet: scale-wise global contextual axile reverse attention network for automatic brain tumor segmentation', 'Development of novel automated language classification model using pyramid pattern technique with speech signals']",59,
"ALSAADI, FUAD E.","['New results on robust finite-time boundedness of uncertain switched neural networks with time-varying delays', 'Almost sure H-infinity sliding mode control for nonlinear stochastic systems with Markovian switching and time-delays', 'Event-triggered H infinity state estimation for discrete-time stochastic genetic regulatory networks with Markovian jumping parameters and time-varying delays', 'Almost periodic solution for a neutral-type neural networks with distributed leakage delays on time scales', 'Non-fragile state estimation for discrete Markovian jumping neural networks', 'Design of non-fragile state estimators for discrete time-delayed neural networks with parameter uncertainties', 'State estimation for a class of artificial neural networks with stochastically corrupted measurements under Round-Robin protocol', 'Nonfragile H-infinity Fuzzy Filtering With Randomly Occurring Gain Variations and Channel Fadings', 'A new approach to non-fragile state estimation for continuous neural networks with time-delays', 'Delay-distribution-dependent H-infinity state estimation for delayed neural networks with (x, v)-dependent noises and fading channels', 'Finite-time synchronization of uncertain coupled switched neural networks under asynchronous switching', 'Adaptive fuzzy prescribed performance controller design for a class of uncertain fractional-order nonlinear systems with external disturbances', 'On scheduling of deception attacks for discrete-time networked systems equipped with attack detectors', 'Robust H-infinity Filtering for a Class of Two-Dimensional Uncertain Fuzzy Systems With Randomly Occurring Mixed Delays', 'A new switching control for finite-time synchronization of memristor-based recurrent neural networks', 'Further results on passivity analysis of delayed neural networks with leakage delay', 'Exponential synchronization via pinning adaptive control for complex networks of networks with time delays', 'H-infinity state estimation for artificial neural networks over redundant channels', 'H-infinity state estimation for memristive neural networks with multiple fading measurements', 'Global exponential stability and dissipativity of generalized neural networks with time-varying delay signals', 'A survey of deep neural network architectures and their applications', 'A switching delayed PSO optimized extreme learning machine for short-term load forecasting', 'H-infinity state estimation for discrete-time neural networks with distributed delays and randomly occurring uncertainties through Fading channels', 'Robust fixed-time synchronization for uncertain complex-valued neural networks with discontinuous activation functions', 'Global asymptotic stability of impulsive fractional-order complex-valued neural networks with time delay', 'Lagrange stability analysis for complex-valued neural networks with leakage delay and mixed time-varying delays', 'Finite-time stability analysis of fractional-order complex-valued memristor-based neural networks with both leakage and time-varying delays', 'Global mu-stability of quaternion-valued neural networks with non-differentiable time-varying delays', 'A niching evolutionary algorithm with adaptive negative correlation learning for neural network ensemble', 'Design and analysis of H-infinity filter for a class of T-S fuzzy system with redundant channels and multiplicative noises', 'Event-Based H-infinity State Estimation for Time-Varying Stochastic Dynamical Networks With State- and Disturbance-Dependent Noises', 'Set stabilization of Boolean networks under pinning control strategy', 'Almost automorphic solution for neutral type high-order Hopfield BAM neural networks with time-varying leakage delays on time scales', 'Event-triggered control for sampled-data cluster formation of multi-agent systems', 'Comparative Performance of Complex-Valued B-Spline and Polynomial Models Applied to Iterative Frequency-Domain Decision Feedback Equalization of Hammerstein Channels', 'A general memristor model and its applications in programmable analog circuits', 'Dynamics of complex-valued neural networks with variable coefficients and proportional delays', 'A resilience approach to state estimation for discrete neural networks subject to multiple missing measurements and mixed time-delays', 'Variable structure controller design for Boolean networks', 'Further results on L-2 - L-infinity state estimation of delayed neural networks', 'Particle filtering for networked nonlinear systems subject to random one-step sensor delay and missing measurements', 'A modified distributed optimization method for both continuous-time and discrete-time multi-agent systems', 'A Gain-Scheduling Approach to Nonfragile H-infinity Fuzzy Control Subject to Fading Channels', 'Global exponential stability and lag synchronization for delayed memristive fuzzy Cohen-Grossberg BAM neural networks with impulses', 'State estimation for delayed neural networks with stochastic communication protocol: The finite-time case', 'l(2) - l(infinity) state estimation for discrete-time switched neural networks with time-varying delay', 'Event-based H-infinity fault estimation for networked time-varying systems with randomly occurring nonlinearities and (x, v)-dependent noises', 'Finite-Time State Estimation for Recurrent Delayed Neural Networks With Component-Based Event-Triggering Protocol', 'Unified synchronization criteria in an array of coupled neural networks with hybrid impulses', 'Global mu-stability of quaternion-valued neural networks with mixed time-varying delays', 'Stability analysis for discrete-time stochastic memristive neural networks with both leakage and probabilistic delays', 'Boundedness and global robust stability analysis of delayed complex-valued neural networks with interval parameter uncertainties', 'Partial-Nodes-Based State Estimation for Complex Networks With Unbounded Distributed Delays', 'Global mu-synchronization of impulsive complex-valued neural networks with leakage delay and mixed time-varying delays', 'State estimation of complex-valued neural networks with two additive time-varying delays', 'Open-circuit fault diagnosis of power rectifier using sparse autoencoder based deep neural network', 'Robust H-infinity state estimation for BAM neural networks with randomly occurring uncertainties and sensor saturations', 'Robust adaptive neural control for pure-feedback stochastic nonlinear systems with Prandtl-Ishlinskii hysteresis', 'Further synchronization in finite time analysis for time-varying delayed fractional order memristive competitive neural networks with leakage delay', 'Adaptive neural-network-based tracking control strategy of nonlinear switched non-lower triangular systems with unmodeled dynamics', 'On passivity and robust passivity for discrete-time stochastic neural networks with randomly occurring mixed time delays', 'Periodicity of Cohen-Grossberg-type fuzzy neural networks with impulses and time-varying delays', 'Synchronization in uncertain fractional-order memristive complex-valued neural networks with multiple time delays', 'Synchronization of complex-valued neural networks with mixed two additive time-varying delays', 'Adaptive Neural State-Feedback Tracking Control of Stochastic Nonlinear Switched Systems: An Average Dwell-Time Method', 'Synchronization of two nonidentical complex-valued neural networks with leakage delay and time-varying delays', 'Exponential synchronization of semi-Markovian coupled neural networks with mixed delays via tracker information and quantized output controller', 'Adaptive finite-time dynamic surface tracking control of nonaffine nonlinear systems with dead zone', 'Periodicity of impulsive Cohen-Grossberg-type fuzzy neural networks with hybrid delays', 'l(2)-l(infinity) state estimation for delayed artificial neural networks under high-rate communication channels with Round-Robin protocol', 'Finite-time event-triggered non-fragile state estimation for discrete-time delayed neural networks with randomly occurring sensor nonlinearity and energy constraints', 'An overview of stability analysis and state estimation for memristive neural networks', 'Robust stability of uncertain fractional order singular systems with neutral and time-varying delays', 'Stability criteria of quaternion-valued neutral-type delayed neural networks', 'Robust stability of fractional-order quaternion-valued neural networks with neutral delays and parameter uncertainties', 'Event-triggered state estimation for Markovian jumping neural networks: On mode-dependent delays and uncertain transition probabilities', 'Deep-reinforcement-learning-based images segmentation for quantitative analysis of gold immunochromatographic strip *', 'A competitive mechanism integrated multi-objective whale optimization algorithm with differential evolution q', 'Passive filter design for fractional-order quaternion-valued neural networks with neutral delays and external disturbance', 'Fixed-time control of competitive complex networks', 'Robust stability for a class of fractional-order complex-valued projective neural networks with neutral-type delays and uncertain parameters', 'Global asymptotic stability of fractional-order complex-valued neural networks with probabilistic time-varying delays', 'Mean-square input-to-state stability for stochastic complex-valued neural networks with neutral delay', 'Mean-square stability of stochastic quaternion-valued neural networks with variable coefficients and neutral delays', 'A new framework for collaborative filtering with p-moment-based similarity measure: Algorithm, optimization and application', 'Design of robust H-infinity state estimator for delayed polytopic uncertain genetic regulatory networks: Dealing with finite-time boundedness', 'Dynamic event-triggered state estimation for time-delayed spatial-temporal networks under encoding-decoding scheme', 'H infinity State Estimation for BAM Neural Networks With Binary Mode Switching and Distributed Leakage Delays Under Periodic Scheduling Protocol', 'State estimate via outputs from the fraction of nodes for discrete-time complex networks with Markovian jumping parameters and measurement noise']",89,
"AN, BO","['Continuous-time negotiation mechanism for software agents', 'Market Based Resource Allocation with Incomplete Information', 'Characterizing Contract-Based Multiagent Resource Allocation in Networks', 'Game-Theoretic Resource Allocation for Protecting Large Public Events', 'Regret-Based Optimization and Preference Elicitation for Stackelberg Security Games with Uncertainty', 'Security Games with Protection Externalities', 'Optimal Electric Vehicle Charging Station Placement', 'Computing Optimal Mixed Strategies for Security Games with Dynamic Payoffs', 'Optimizing Personalized Email Filtering Thresholds to Mitigate Sequential Spear Phishing Attacks', 'Efficient Average Reward Reinforcement Learning Using Constant Shifting Values', 'Computing Optimal Monitoring Strategy for Detecting Terrorist Plots', 'Deploying PAWS: Field Optimization of the Protection Assistant for Wildlife Security', 'Deploying PAWS to Combat Poaching: Game-Theoretic Patrolling in Areas with Complex Terrain (Demonstration)', 'Sentence Rewriting for Semantic Parsing', 'Revenue Maximization for Finitely Repeated Ad Auctions', 'POI2Vec: Geographical Latent Representation for Predicting Future Visitors', 'Security Games on a Plane', 'Optimal Personalized Defense Strategy Against Man-In-The-Middle Attack', 'Defending Against Man-In-The-Middle Attack in Repeated Games', 'Comparing Strategic Secrecy and Stackelberg Commitment in Security Games', 'Playing Repeated Network Interdiction Games with Semi-Bandit Feedback', 'Efficient Label Contamination Attacks Against Black-Box Learning Models', 'Game Theoretic Analysis of Security and Sustainability', 'Optimal Escape Interdiction on Transportation Networks', 'Dynamic Pricing for Reusable Resources in Competitive Market with Stochastic Demand', 'Catching Captain Jack: Efficient Time and Space Dependent Patrols to Combat Oil-Siphoning in International Waters', 'HogRider: Champion Agent of Microsoft Malmo Collaborative AI Challenge', 'DyETC: Dynamic Electronic Toll Collection for Traffic Congestion Alleviation', 'Data Poisoning Attacks on Multi-Task Relationship Learning', 'Optimal Spot-Checking for Improving Evaluation Accuracy of Peer Grading Systems', 'Stackelberg Security Games: Looking Beyond a Decade of Success', 'Leveraging Latent Label Distributions for Partial Label Learning', 'Impression Allocation for Combating Fraud in E-commerce Via Deep Reinforcement Learning with Action Norm Penalty', 'Active learning with confidence-based answers for crowdsourcing labeling tasks', 'A Memetic Approach for Sequential Security Games on a Plane with Moving Targets', 'Partial Label Learning with Self-Guided Retraining', 'Optimal Interdiction of Urban Criminals with the Aid of Real-Time Information', 'Collaboration Based Multi-Label Learning', 'On the Inducibility of Stackelberg Equilibrium for Security Games', 'Partial Label Learning by Semantic Difference Maximization', 'Dynamic Electronic Toll Collection via Multi-Agent Deep Reinforcement Learning with Edge-Based Graph Convolutional Networks', 'Who Should Pay the Cost: A Game-theoretic Model for Government Subsidized Investments to Improve National Cybersecurity', 'EUSP: An Easy-to-Use Semantic Parsing PlatForm', 'Manipulating a Learning Defender and Ways to Counteract', 'Can Cross Entropy Loss Be Robust to Label Noise?', '(IHRL)-H-2: Interactive Influence-based Hierarchical Reinforcement Learning', 'Speeding Up Incomplete GDL-based Algorithms for Multi-agent Optimization with Dense Local Utilities', 'Dinkelbach-Type Algorithm for Computing Quantal Stackelberg Equilibrium', 'Computing Team-Maxmin Equilibria in Zero-Sum Multiplayer Extensive-Form Games', 'Learning with Multiple Complementary Labels', 'Commission Fee is not Enough: A Hierarchical Reinforced Framework for Portfolio Management', 'Personalized Adaptive Meta Learning for Cold-start User Preference Prediction', 'Computing Quantal Stackelberg Equilibrium in Extensive-Form Games', 'Computing Ex Ante Coordinated Team-Maxmin Equilibria in Zero-Sum Multiplayer Extensive-Form Games', 'Complexity and Algorithms for Exploiting Quantal Opponents in Large Two-Player Games', 'Learning from Similarity-Confidence Data', 'Pointwise Binary Classification with Pairwise Confidence Comparisons', 'Deep Learning From Multiple Noisy Annotators as A Union', 'Planning sequential interventions to tackle depression in large uncertain social networks using deep reinforcement learning']",59,
